-10.0763	1
-9.57626	0
-9.07626	3
-8.57626	3
-8.07626	1
-7.57626	1
-7.07626	3
-6.57626	15
-6.07626	14
-5.57626	9
-5.07626	21
-4.57626	22
-4.07626	11
-3.57626	21
-3.07626	36
-2.57626	26
-2.07626	41
-1.57626	44
-1.07626	37
-0.576263	49
-0.0762633	32
0.423737	41
0.923737	51
1.42374	49
1.92374	43
2.42374	34
2.92374	26
3.42374	42
3.92374	32
4.42374	17
4.92374	16
5.42374	17
5.92374	8
6.42374	16
6.92374	7
7.42374	5
7.92374	6
8.42374	3
8.92374	2
9.42374	4
9.92374	1
10.4237	0
10.9237	0
11.4237	0
11.9237	0
12.4237	0
